id,zone,start,end,transaction_hour,meter_transactions,spaces,rate,type,free_spaces
90192,407 - Oakland 1,2/15/2014 20:30,2/15/2014 20:40,20,3,220,3,on-street,217
90192,407 - Oakland 1,2/15/2014 20:30,2/15/2014 20:40,20,3,227,3,on-street,224
90240,407 - Oakland 1,2/15/2014 21:00,2/15/2014 21:10,21,1,220,3,on-street,219
90240,407 - Oakland 1,2/15/2014 21:00,2/15/2014 21:10,21,1,227,3,on-street,226
90252,407 - Oakland 1,2/15/2014 21:10,2/15/2014 21:20,21,2,220,3,on-street,218
90252,407 - Oakland 1,2/15/2014 21:10,2/15/2014 21:20,21,2,227,3,on-street,225
90295,407 - Oakland 1,2/15/2014 21:50,2/15/2014 22:00,21,1,220,3,on-street,219
90295,407 - Oakland 1,2/15/2014 21:50,2/15/2014 22:00,21,1,227,3,on-street,226
90332,407 - Oakland 1,2/15/2014 23:50,2/16/2014 0:00,23,1,220,3,on-street,219
90332,407 - Oakland 1,2/15/2014 23:50,2/16/2014 0:00,23,1,227,3,on-street,226
90336,407 - Oakland 1,2/17/2014 5:20,2/17/2014 5:30,5,1,220,3,on-street,219
90336,407 - Oakland 1,2/17/2014 5:20,2/17/2014 5:30,5,1,227,3,on-street,226
90360,407 - Oakland 1,2/17/2014 6:40,2/17/2014 6:50,6,2,220,3,on-street,218
90360,407 - Oakland 1,2/17/2014 6:40,2/17/2014 6:50,6,2,227,3,on-street,225
90369,407 - Oakland 1,2/17/2014 6:50,2/17/2014 7:00,6,3,220,3,on-street,217
90369,407 - Oakland 1,2/17/2014 6:50,2/17/2014 7:00,6,3,227,3,on-street,224
90380,407 - Oakland 1,2/17/2014 7:00,2/17/2014 7:10,7,2,220,3,on-street,218
90380,407 - Oakland 1,2/17/2014 7:00,2/17/2014 7:10,7,2,227,3,on-street,225
90391,407 - Oakland 1,2/17/2014 7:10,2/17/2014 7:20,7,1,220,3,on-street,219
90391,407 - Oakland 1,2/17/2014 7:10,2/17/2014 7:20,7,1,227,3,on-street,226
90404,407 - Oakland 1,2/17/2014 7:20,2/17/2014 7:30,7,4,220,3,on-street,216
90404,407 - Oakland 1,2/17/2014 7:20,2/17/2014 7:30,7,4,227,3,on-street,223
90420,407 - Oakland 1,2/17/2014 7:30,2/17/2014 7:40,7,5,220,3,on-street,215
90420,407 - Oakland 1,2/17/2014 7:30,2/17/2014 7:40,7,5,227,3,on-street,222
90438,407 - Oakland 1,2/17/2014 7:40,2/17/2014 7:50,7,15,220,3,on-street,205
90438,407 - Oakland 1,2/17/2014 7:40,2/17/2014 7:50,7,15,227,3,on-street,212
90463,407 - Oakland 1,2/17/2014 7:50,2/17/2014 8:00,7,18,220,3,on-street,202
90463,407 - Oakland 1,2/17/2014 7:50,2/17/2014 8:00,7,18,227,3,on-street,209
90489,407 - Oakland 1,2/17/2014 8:00,2/17/2014 8:10,8,16,220,3,on-street,204
90489,407 - Oakland 1,2/17/2014 8:00,2/17/2014 8:10,8,16,227,3,on-street,211
90511,407 - Oakland 1,2/17/2014 8:10,2/17/2014 8:20,8,16,220,3,on-street,204
90511,407 - Oakland 1,2/17/2014 8:10,2/17/2014 8:20,8,16,227,3,on-street,211
90533,407 - Oakland 1,2/17/2014 8:20,2/17/2014 8:30,8,8,220,3,on-street,212
90533,407 - Oakland 1,2/17/2014 8:20,2/17/2014 8:30,8,8,227,3,on-street,219
90561,407 - Oakland 1,2/17/2014 8:30,2/17/2014 8:40,8,12,220,3,on-street,208
90561,407 - Oakland 1,2/17/2014 8:30,2/17/2014 8:40,8,12,227,3,on-street,215
90591,407 - Oakland 1,2/17/2014 8:40,2/17/2014 8:50,8,18,220,3,on-street,202
90591,407 - Oakland 1,2/17/2014 8:40,2/17/2014 8:50,8,18,227,3,on-street,209
90618,407 - Oakland 1,2/17/2014 8:50,2/17/2014 9:00,8,24,220,3,on-street,196
90618,407 - Oakland 1,2/17/2014 8:50,2/17/2014 9:00,8,24,227,3,on-street,203
90647,407 - Oakland 1,2/17/2014 9:00,2/17/2014 9:10,9,16,220,3,on-street,204
90647,407 - Oakland 1,2/17/2014 9:00,2/17/2014 9:10,9,16,227,3,on-street,211
90673,407 - Oakland 1,2/17/2014 9:10,2/17/2014 9:20,9,17,220,3,on-street,203
90673,407 - Oakland 1,2/17/2014 9:10,2/17/2014 9:20,9,17,227,3,on-street,210
90703,407 - Oakland 1,2/17/2014 9:20,2/17/2014 9:30,9,20,220,3,on-street,200
90703,407 - Oakland 1,2/17/2014 9:20,2/17/2014 9:30,9,20,227,3,on-street,207
90734,407 - Oakland 1,2/17/2014 9:30,2/17/2014 9:40,9,15,220,3,on-street,205
90734,407 - Oakland 1,2/17/2014 9:30,2/17/2014 9:40,9,15,227,3,on-street,212
90759,407 - Oakland 1,2/17/2014 9:40,2/17/2014 9:50,9,15,220,3,on-street,205
90759,407 - Oakland 1,2/17/2014 9:40,2/17/2014 9:50,9,15,227,3,on-street,212
90787,407 - Oakland 1,2/17/2014 9:50,2/17/2014 10:00,9,19,220,3,on-street,201
90787,407 - Oakland 1,2/17/2014 9:50,2/17/2014 10:00,9,19,227,3,on-street,208
90817,407 - Oakland 1,2/17/2014 10:00,2/17/2014 10:10,10,14,220,3,on-street,206
90817,407 - Oakland 1,2/17/2014 10:00,2/17/2014 10:10,10,14,227,3,on-street,213
90849,407 - Oakland 1,2/17/2014 10:10,2/17/2014 10:20,10,14,220,3,on-street,206
90849,407 - Oakland 1,2/17/2014 10:10,2/17/2014 10:20,10,14,227,3,on-street,213
90877,407 - Oakland 1,2/17/2014 10:20,2/17/2014 10:30,10,19,220,3,on-street,201
90877,407 - Oakland 1,2/17/2014 10:20,2/17/2014 10:30,10,19,227,3,on-street,208
90905,407 - Oakland 1,2/17/2014 10:30,2/17/2014 10:40,10,16,220,3,on-street,204
90905,407 - Oakland 1,2/17/2014 10:30,2/17/2014 10:40,10,16,227,3,on-street,211
90935,407 - Oakland 1,2/17/2014 10:40,2/17/2014 10:50,10,17,220,3,on-street,203
90935,407 - Oakland 1,2/17/2014 10:40,2/17/2014 10:50,10,17,227,3,on-street,210
90963,407 - Oakland 1,2/17/2014 10:50,2/17/2014 11:00,10,14,220,3,on-street,206
90963,407 - Oakland 1,2/17/2014 10:50,2/17/2014 11:00,10,14,227,3,on-street,213
90996,407 - Oakland 1,2/17/2014 11:00,2/17/2014 11:10,11,20,220,3,on-street,200
90996,407 - Oakland 1,2/17/2014 11:00,2/17/2014 11:10,11,20,227,3,on-street,207
91028,407 - Oakland 1,2/17/2014 11:10,2/17/2014 11:20,11,20,220,3,on-street,200
91028,407 - Oakland 1,2/17/2014 11:10,2/17/2014 11:20,11,20,227,3,on-street,207
91059,407 - Oakland 1,2/17/2014 11:20,2/17/2014 11:30,11,17,220,3,on-street,203
91059,407 - Oakland 1,2/17/2014 11:20,2/17/2014 11:30,11,17,227,3,on-street,210
91091,407 - Oakland 1,2/17/2014 11:30,2/17/2014 11:40,11,17,220,3,on-street,203
91091,407 - Oakland 1,2/17/2014 11:30,2/17/2014 11:40,11,17,227,3,on-street,210
91123,407 - Oakland 1,2/17/2014 11:40,2/17/2014 11:50,11,26,220,3,on-street,194
91123,407 - Oakland 1,2/17/2014 11:40,2/17/2014 11:50,11,26,227,3,on-street,201
91158,407 - Oakland 1,2/17/2014 11:50,2/17/2014 12:00,11,18,220,3,on-street,202
91158,407 - Oakland 1,2/17/2014 11:50,2/17/2014 12:00,11,18,227,3,on-street,209
91191,407 - Oakland 1,2/17/2014 12:00,2/17/2014 12:10,12,35,220,3,on-street,185
91191,407 - Oakland 1,2/17/2014 12:00,2/17/2014 12:10,12,35,227,3,on-street,192
91223,407 - Oakland 1,2/17/2014 12:10,2/17/2014 12:20,12,26,220,3,on-street,194
91223,407 - Oakland 1,2/17/2014 12:10,2/17/2014 12:20,12,26,227,3,on-street,201
91255,407 - Oakland 1,2/17/2014 12:20,2/17/2014 12:30,12,18,220,3,on-street,202
91255,407 - Oakland 1,2/17/2014 12:20,2/17/2014 12:30,12,18,227,3,on-street,209
91288,407 - Oakland 1,2/17/2014 12:30,2/17/2014 12:40,12,23,220,3,on-street,197
91288,407 - Oakland 1,2/17/2014 12:30,2/17/2014 12:40,12,23,227,3,on-street,204
91320,407 - Oakland 1,2/17/2014 12:40,2/17/2014 12:50,12,28,220,3,on-street,192
91320,407 - Oakland 1,2/17/2014 12:40,2/17/2014 12:50,12,28,227,3,on-street,199
91352,407 - Oakland 1,2/17/2014 12:50,2/17/2014 13:00,12,30,220,3,on-street,190
91352,407 - Oakland 1,2/17/2014 12:50,2/17/2014 13:00,12,30,227,3,on-street,197
91386,407 - Oakland 1,2/17/2014 13:00,2/17/2014 13:10,13,22,220,3,on-street,198
91386,407 - Oakland 1,2/17/2014 13:00,2/17/2014 13:10,13,22,227,3,on-street,205
91420,407 - Oakland 1,2/17/2014 13:10,2/17/2014 13:20,13,19,220,3,on-street,201
91420,407 - Oakland 1,2/17/2014 13:10,2/17/2014 13:20,13,19,227,3,on-street,208
91454,407 - Oakland 1,2/17/2014 13:20,2/17/2014 13:30,13,20,220,3,on-street,200
91454,407 - Oakland 1,2/17/2014 13:20,2/17/2014 13:30,13,20,227,3,on-street,207
91485,407 - Oakland 1,2/17/2014 13:30,2/17/2014 13:40,13,26,220,3,on-street,194
91485,407 - Oakland 1,2/17/2014 13:30,2/17/2014 13:40,13,26,227,3,on-street,201
91518,407 - Oakland 1,2/17/2014 13:40,2/17/2014 13:50,13,18,220,3,on-street,202
91518,407 - Oakland 1,2/17/2014 13:40,2/17/2014 13:50,13,18,227,3,on-street,209
91554,407 - Oakland 1,2/17/2014 13:50,2/17/2014 14:00,13,18,220,3,on-street,202
91554,407 - Oakland 1,2/17/2014 13:50,2/17/2014 14:00,13,18,227,3,on-street,209
91589,407 - Oakland 1,2/17/2014 14:00,2/17/2014 14:10,14,14,220,3,on-street,206
91589,407 - Oakland 1,2/17/2014 14:00,2/17/2014 14:10,14,14,227,3,on-street,213
91619,407 - Oakland 1,2/17/2014 14:10,2/17/2014 14:20,14,31,220,3,on-street,189
91619,407 - Oakland 1,2/17/2014 14:10,2/17/2014 14:20,14,31,227,3,on-street,196
91652,407 - Oakland 1,2/17/2014 14:20,2/17/2014 14:30,14,18,220,3,on-street,202
91652,407 - Oakland 1,2/17/2014 14:20,2/17/2014 14:30,14,18,227,3,on-street,209
91685,407 - Oakland 1,2/17/2014 14:30,2/17/2014 14:40,14,19,220,3,on-street,201
91685,407 - Oakland 1,2/17/2014 14:30,2/17/2014 14:40,14,19,227,3,on-street,208
91718,407 - Oakland 1,2/17/2014 14:40,2/17/2014 14:50,14,20,220,3,on-street,200
91718,407 - Oakland 1,2/17/2014 14:40,2/17/2014 14:50,14,20,227,3,on-street,207
91751,407 - Oakland 1,2/17/2014 14:50,2/17/2014 15:00,14,18,220,3,on-street,202
91751,407 - Oakland 1,2/17/2014 14:50,2/17/2014 15:00,14,18,227,3,on-street,209
91782,407 - Oakland 1,2/17/2014 15:00,2/17/2014 15:10,15,17,220,3,on-street,203
91782,407 - Oakland 1,2/17/2014 15:00,2/17/2014 15:10,15,17,227,3,on-street,210
91814,407 - Oakland 1,2/17/2014 15:10,2/17/2014 15:20,15,15,220,3,on-street,205
91814,407 - Oakland 1,2/17/2014 15:10,2/17/2014 15:20,15,15,227,3,on-street,212
91846,407 - Oakland 1,2/17/2014 15:20,2/17/2014 15:30,15,18,220,3,on-street,202
91846,407 - Oakland 1,2/17/2014 15:20,2/17/2014 15:30,15,18,227,3,on-street,209
91875,407 - Oakland 1,2/17/2014 15:30,2/17/2014 15:40,15,16,220,3,on-street,204
91875,407 - Oakland 1,2/17/2014 15:30,2/17/2014 15:40,15,16,227,3,on-street,211
91908,407 - Oakland 1,2/17/2014 15:40,2/17/2014 15:50,15,21,220,3,on-street,199
91908,407 - Oakland 1,2/17/2014 15:40,2/17/2014 15:50,15,21,227,3,on-street,206
91937,407 - Oakland 1,2/17/2014 15:50,2/17/2014 16:00,15,24,220,3,on-street,196
91937,407 - Oakland 1,2/17/2014 15:50,2/17/2014 16:00,15,24,227,3,on-street,203
91966,407 - Oakland 1,2/17/2014 16:00,2/17/2014 16:10,16,15,220,3,on-street,205
91966,407 - Oakland 1,2/17/2014 16:00,2/17/2014 16:10,16,15,227,3,on-street,212
91997,407 - Oakland 1,2/17/2014 16:10,2/17/2014 16:20,16,11,220,3,on-street,209
91997,407 - Oakland 1,2/17/2014 16:10,2/17/2014 16:20,16,11,227,3,on-street,216
92025,407 - Oakland 1,2/17/2014 16:20,2/17/2014 16:30,16,16,220,3,on-street,204
92025,407 - Oakland 1,2/17/2014 16:20,2/17/2014 16:30,16,16,227,3,on-street,211
92056,407 - Oakland 1,2/17/2014 16:30,2/17/2014 16:40,16,27,220,3,on-street,193
92056,407 - Oakland 1,2/17/2014 16:30,2/17/2014 16:40,16,27,227,3,on-street,200
92086,407 - Oakland 1,2/17/2014 16:40,2/17/2014 16:50,16,17,220,3,on-street,203
92086,407 - Oakland 1,2/17/2014 16:40,2/17/2014 16:50,16,17,227,3,on-street,210
92116,407 - Oakland 1,2/17/2014 16:50,2/17/2014 17:00,16,14,220,3,on-street,206
92116,407 - Oakland 1,2/17/2014 16:50,2/17/2014 17:00,16,14,227,3,on-street,213
92144,407 - Oakland 1,2/17/2014 17:00,2/17/2014 17:10,17,15,220,3,on-street,205
92144,407 - Oakland 1,2/17/2014 17:00,2/17/2014 17:10,17,15,227,3,on-street,212
92175,407 - Oakland 1,2/17/2014 17:10,2/17/2014 17:20,17,16,220,3,on-street,204
92175,407 - Oakland 1,2/17/2014 17:10,2/17/2014 17:20,17,16,227,3,on-street,211
92203,407 - Oakland 1,2/17/2014 17:20,2/17/2014 17:30,17,6,220,3,on-street,214
92203,407 - Oakland 1,2/17/2014 17:20,2/17/2014 17:30,17,6,227,3,on-street,221
92232,407 - Oakland 1,2/17/2014 17:30,2/17/2014 17:40,17,20,220,3,on-street,200
92232,407 - Oakland 1,2/17/2014 17:30,2/17/2014 17:40,17,20,227,3,on-street,207
92261,407 - Oakland 1,2/17/2014 17:40,2/17/2014 17:50,17,9,220,3,on-street,211
92261,407 - Oakland 1,2/17/2014 17:40,2/17/2014 17:50,17,9,227,3,on-street,218
92289,407 - Oakland 1,2/17/2014 17:50,2/17/2014 18:00,17,2,220,3,on-street,218
92289,407 - Oakland 1,2/17/2014 17:50,2/17/2014 18:00,17,2,227,3,on-street,225
92315,407 - Oakland 1,2/17/2014 18:00,2/17/2014 18:10,18,2,220,3,on-street,218
92315,407 - Oakland 1,2/17/2014 18:00,2/17/2014 18:10,18,2,227,3,on-street,225
92360,407 - Oakland 1,2/17/2014 18:20,2/17/2014 18:30,18,1,220,3,on-street,219
92360,407 - Oakland 1,2/17/2014 18:20,2/17/2014 18:30,18,1,227,3,on-street,226
92393,407 - Oakland 1,2/17/2014 18:40,2/17/2014 18:50,18,1,220,3,on-street,219
92393,407 - Oakland 1,2/17/2014 18:40,2/17/2014 18:50,18,1,227,3,on-street,226
92430,407 - Oakland 1,2/17/2014 19:00,2/17/2014 19:10,19,2,220,3,on-street,218
92430,407 - Oakland 1,2/17/2014 19:00,2/17/2014 19:10,19,2,227,3,on-street,225
92463,407 - Oakland 1,2/17/2014 19:20,2/17/2014 19:30,19,1,220,3,on-street,219
92463,407 - Oakland 1,2/17/2014 19:20,2/17/2014 19:30,19,1,227,3,on-street,226
92486,407 - Oakland 1,2/17/2014 19:40,2/17/2014 19:50,19,1,220,3,on-street,219
92486,407 - Oakland 1,2/17/2014 19:40,2/17/2014 19:50,19,1,227,3,on-street,226
92498,407 - Oakland 1,2/17/2014 19:50,2/17/2014 20:00,19,1,220,3,on-street,219
92498,407 - Oakland 1,2/17/2014 19:50,2/17/2014 20:00,19,1,227,3,on-street,226
92526,407 - Oakland 1,2/17/2014 20:20,2/17/2014 20:30,20,1,220,3,on-street,219
92526,407 - Oakland 1,2/17/2014 20:20,2/17/2014 20:30,20,1,227,3,on-street,226
92549,407 - Oakland 1,2/17/2014 21:00,2/17/2014 21:10,21,1,220,3,on-street,219
92549,407 - Oakland 1,2/17/2014 21:00,2/17/2014 21:10,21,1,227,3,on-street,226
92568,407 - Oakland 1,2/18/2014 5:00,2/18/2014 5:10,5,1,220,3,on-street,219
92568,407 - Oakland 1,2/18/2014 5:00,2/18/2014 5:10,5,1,227,3,on-street,226
92570,407 - Oakland 1,2/18/2014 5:30,2/18/2014 5:40,5,1,220,3,on-street,219
92570,407 - Oakland 1,2/18/2014 5:30,2/18/2014 5:40,5,1,227,3,on-street,226
92572,407 - Oakland 1,2/18/2014 5:40,2/18/2014 5:50,5,1,220,3,on-street,219
92572,407 - Oakland 1,2/18/2014 5:40,2/18/2014 5:50,5,1,227,3,on-street,226
92594,407 - Oakland 1,2/18/2014 6:30,2/18/2014 6:40,6,1,220,3,on-street,219
92594,407 - Oakland 1,2/18/2014 6:30,2/18/2014 6:40,6,1,227,3,on-street,226
92601,407 - Oakland 1,2/18/2014 6:40,2/18/2014 6:50,6,3,220,3,on-street,217
92601,407 - Oakland 1,2/18/2014 6:40,2/18/2014 6:50,6,3,227,3,on-street,224
92612,407 - Oakland 1,2/18/2014 6:50,2/18/2014 7:00,6,6,220,3,on-street,214
92612,407 - Oakland 1,2/18/2014 6:50,2/18/2014 7:00,6,6,227,3,on-street,221
92627,407 - Oakland 1,2/18/2014 7:00,2/18/2014 7:10,7,5,220,3,on-street,215
92627,407 - Oakland 1,2/18/2014 7:00,2/18/2014 7:10,7,5,227,3,on-street,222
92635,407 - Oakland 1,2/18/2014 7:10,2/18/2014 7:20,7,1,220,3,on-street,219
92635,407 - Oakland 1,2/18/2014 7:10,2/18/2014 7:20,7,1,227,3,on-street,226
92646,407 - Oakland 1,2/18/2014 7:20,2/18/2014 7:30,7,1,220,3,on-street,219
92646,407 - Oakland 1,2/18/2014 7:20,2/18/2014 7:30,7,1,227,3,on-street,226
92659,407 - Oakland 1,2/18/2014 7:30,2/18/2014 7:40,7,2,220,3,on-street,218
92659,407 - Oakland 1,2/18/2014 7:30,2/18/2014 7:40,7,2,227,3,on-street,225
92678,407 - Oakland 1,2/18/2014 7:40,2/18/2014 7:50,7,3,220,3,on-street,217
92678,407 - Oakland 1,2/18/2014 7:40,2/18/2014 7:50,7,3,227,3,on-street,224
92698,407 - Oakland 1,2/18/2014 7:50,2/18/2014 8:00,7,10,220,3,on-street,210
92698,407 - Oakland 1,2/18/2014 7:50,2/18/2014 8:00,7,10,227,3,on-street,217
92719,407 - Oakland 1,2/18/2014 8:00,2/18/2014 8:10,8,12,220,3,on-street,208
92719,407 - Oakland 1,2/18/2014 8:00,2/18/2014 8:10,8,12,227,3,on-street,215
92738,407 - Oakland 1,2/18/2014 8:10,2/18/2014 8:20,8,18,220,3,on-street,202
92738,407 - Oakland 1,2/18/2014 8:10,2/18/2014 8:20,8,18,227,3,on-street,209
92761,407 - Oakland 1,2/18/2014 8:20,2/18/2014 8:30,8,8,220,3,on-street,212
92761,407 - Oakland 1,2/18/2014 8:20,2/18/2014 8:30,8,8,227,3,on-street,219
92788,407 - Oakland 1,2/18/2014 8:30,2/18/2014 8:40,8,15,220,3,on-street,205
92788,407 - Oakland 1,2/18/2014 8:30,2/18/2014 8:40,8,15,227,3,on-street,212
92814,407 - Oakland 1,2/18/2014 8:40,2/18/2014 8:50,8,19,220,3,on-street,201
92814,407 - Oakland 1,2/18/2014 8:40,2/18/2014 8:50,8,19,227,3,on-street,208
92845,407 - Oakland 1,2/18/2014 8:50,2/18/2014 9:00,8,13,220,3,on-street,207
92845,407 - Oakland 1,2/18/2014 8:50,2/18/2014 9:00,8,13,227,3,on-street,214
92873,407 - Oakland 1,2/18/2014 9:00,2/18/2014 9:10,9,17,220,3,on-street,203
92873,407 - Oakland 1,2/18/2014 9:00,2/18/2014 9:10,9,17,227,3,on-street,210
92901,407 - Oakland 1,2/18/2014 9:10,2/18/2014 9:20,9,12,220,3,on-street,208
92901,407 - Oakland 1,2/18/2014 9:10,2/18/2014 9:20,9,12,227,3,on-street,215
92927,407 - Oakland 1,2/18/2014 9:20,2/18/2014 9:30,9,17,220,3,on-street,203
92927,407 - Oakland 1,2/18/2014 9:20,2/18/2014 9:30,9,17,227,3,on-street,210
92955,407 - Oakland 1,2/18/2014 9:30,2/18/2014 9:40,9,23,220,3,on-street,197
92955,407 - Oakland 1,2/18/2014 9:30,2/18/2014 9:40,9,23,227,3,on-street,204
92987,407 - Oakland 1,2/18/2014 9:40,2/18/2014 9:50,9,13,220,3,on-street,207
92987,407 - Oakland 1,2/18/2014 9:40,2/18/2014 9:50,9,13,227,3,on-street,214
93021,407 - Oakland 1,2/18/2014 9:50,2/18/2014 10:00,9,13,220,3,on-street,207
93021,407 - Oakland 1,2/18/2014 9:50,2/18/2014 10:00,9,13,227,3,on-street,214
93053,407 - Oakland 1,2/18/2014 10:00,2/18/2014 10:10,10,12,220,3,on-street,208
93053,407 - Oakland 1,2/18/2014 10:00,2/18/2014 10:10,10,12,227,3,on-street,215
93086,407 - Oakland 1,2/18/2014 10:10,2/18/2014 10:20,10,14,220,3,on-street,206
93086,407 - Oakland 1,2/18/2014 10:10,2/18/2014 10:20,10,14,227,3,on-street,213
93119,407 - Oakland 1,2/18/2014 10:20,2/18/2014 10:30,10,11,220,3,on-street,209
93119,407 - Oakland 1,2/18/2014 10:20,2/18/2014 10:30,10,11,227,3,on-street,216
93147,407 - Oakland 1,2/18/2014 10:30,2/18/2014 10:40,10,9,220,3,on-street,211
93147,407 - Oakland 1,2/18/2014 10:30,2/18/2014 10:40,10,9,227,3,on-street,218
93177,407 - Oakland 1,2/18/2014 10:40,2/18/2014 10:50,10,17,220,3,on-street,203
93177,407 - Oakland 1,2/18/2014 10:40,2/18/2014 10:50,10,17,227,3,on-street,210
93209,407 - Oakland 1,2/18/2014 10:50,2/18/2014 11:00,10,13,220,3,on-street,207
93209,407 - Oakland 1,2/18/2014 10:50,2/18/2014 11:00,10,13,227,3,on-street,214
93241,407 - Oakland 1,2/18/2014 11:00,2/18/2014 11:10,11,17,220,3,on-street,203
93241,407 - Oakland 1,2/18/2014 11:00,2/18/2014 11:10,11,17,227,3,on-street,210
93271,407 - Oakland 1,2/18/2014 11:10,2/18/2014 11:20,11,18,220,3,on-street,202
93271,407 - Oakland 1,2/18/2014 11:10,2/18/2014 11:20,11,18,227,3,on-street,209
93302,407 - Oakland 1,2/18/2014 11:20,2/18/2014 11:30,11,16,220,3,on-street,204
93302,407 - Oakland 1,2/18/2014 11:20,2/18/2014 11:30,11,16,227,3,on-street,211
93333,407 - Oakland 1,2/18/2014 11:30,2/18/2014 11:40,11,13,220,3,on-street,207
93333,407 - Oakland 1,2/18/2014 11:30,2/18/2014 11:40,11,13,227,3,on-street,214
93369,407 - Oakland 1,2/18/2014 11:40,2/18/2014 11:50,11,19,220,3,on-street,201
93369,407 - Oakland 1,2/18/2014 11:40,2/18/2014 11:50,11,19,227,3,on-street,208
93405,407 - Oakland 1,2/18/2014 11:50,2/18/2014 12:00,11,20,220,3,on-street,200
93405,407 - Oakland 1,2/18/2014 11:50,2/18/2014 12:00,11,20,227,3,on-street,207
93438,407 - Oakland 1,2/18/2014 12:00,2/18/2014 12:10,12,28,220,3,on-street,192
93438,407 - Oakland 1,2/18/2014 12:00,2/18/2014 12:10,12,28,227,3,on-street,199
93471,407 - Oakland 1,2/18/2014 12:10,2/18/2014 12:20,12,25,220,3,on-street,195
93471,407 - Oakland 1,2/18/2014 12:10,2/18/2014 12:20,12,25,227,3,on-street,202
93508,407 - Oakland 1,2/18/2014 12:20,2/18/2014 12:30,12,24,220,3,on-street,196
93508,407 - Oakland 1,2/18/2014 12:20,2/18/2014 12:30,12,24,227,3,on-street,203
93545,407 - Oakland 1,2/18/2014 12:30,2/18/2014 12:40,12,16,220,3,on-street,204
93545,407 - Oakland 1,2/18/2014 12:30,2/18/2014 12:40,12,16,227,3,on-street,211
93578,407 - Oakland 1,2/18/2014 12:40,2/18/2014 12:50,12,18,220,3,on-street,202
93578,407 - Oakland 1,2/18/2014 12:40,2/18/2014 12:50,12,18,227,3,on-street,209
93613,407 - Oakland 1,2/18/2014 12:50,2/18/2014 13:00,12,19,220,3,on-street,201
93613,407 - Oakland 1,2/18/2014 12:50,2/18/2014 13:00,12,19,227,3,on-street,208
93648,407 - Oakland 1,2/18/2014 13:00,2/18/2014 13:10,13,25,220,3,on-street,195
93648,407 - Oakland 1,2/18/2014 13:00,2/18/2014 13:10,13,25,227,3,on-street,202
93680,407 - Oakland 1,2/18/2014 13:10,2/18/2014 13:20,13,26,220,3,on-street,194
93680,407 - Oakland 1,2/18/2014 13:10,2/18/2014 13:20,13,26,227,3,on-street,201
93712,407 - Oakland 1,2/18/2014 13:20,2/18/2014 13:30,13,20,220,3,on-street,200
93712,407 - Oakland 1,2/18/2014 13:20,2/18/2014 13:30,13,20,227,3,on-street,207
93747,407 - Oakland 1,2/18/2014 13:30,2/18/2014 13:40,13,27,220,3,on-street,193
93747,407 - Oakland 1,2/18/2014 13:30,2/18/2014 13:40,13,27,227,3,on-street,200
93779,407 - Oakland 1,2/18/2014 13:40,2/18/2014 13:50,13,18,220,3,on-street,202
93779,407 - Oakland 1,2/18/2014 13:40,2/18/2014 13:50,13,18,227,3,on-street,209
93815,407 - Oakland 1,2/18/2014 13:50,2/18/2014 14:00,13,19,220,3,on-street,201
93815,407 - Oakland 1,2/18/2014 13:50,2/18/2014 14:00,13,19,227,3,on-street,208
93850,407 - Oakland 1,2/18/2014 14:00,2/18/2014 14:10,14,27,220,3,on-street,193
93850,407 - Oakland 1,2/18/2014 14:00,2/18/2014 14:10,14,27,227,3,on-street,200
93883,407 - Oakland 1,2/18/2014 14:10,2/18/2014 14:20,14,21,220,3,on-street,199
93883,407 - Oakland 1,2/18/2014 14:10,2/18/2014 14:20,14,21,227,3,on-street,206
93917,407 - Oakland 1,2/18/2014 14:20,2/18/2014 14:30,14,18,220,3,on-street,202
93917,407 - Oakland 1,2/18/2014 14:20,2/18/2014 14:30,14,18,227,3,on-street,209
93946,407 - Oakland 1,2/18/2014 14:30,2/18/2014 14:40,14,21,220,3,on-street,199
93946,407 - Oakland 1,2/18/2014 14:30,2/18/2014 14:40,14,21,227,3,on-street,206
93978,407 - Oakland 1,2/18/2014 14:40,2/18/2014 14:50,14,19,220,3,on-street,201
93978,407 - Oakland 1,2/18/2014 14:40,2/18/2014 14:50,14,19,227,3,on-street,208
94012,407 - Oakland 1,2/18/2014 14:50,2/18/2014 15:00,14,22,220,3,on-street,198
94012,407 - Oakland 1,2/18/2014 14:50,2/18/2014 15:00,14,22,227,3,on-street,205
94041,407 - Oakland 1,2/18/2014 15:00,2/18/2014 15:10,15,13,220,3,on-street,207
94041,407 - Oakland 1,2/18/2014 15:00,2/18/2014 15:10,15,13,227,3,on-street,214
94073,407 - Oakland 1,2/18/2014 15:10,2/18/2014 15:20,15,15,220,3,on-street,205
94073,407 - Oakland 1,2/18/2014 15:10,2/18/2014 15:20,15,15,227,3,on-street,212
94105,407 - Oakland 1,2/18/2014 15:20,2/18/2014 15:30,15,16,220,3,on-street,204
94105,407 - Oakland 1,2/18/2014 15:20,2/18/2014 15:30,15,16,227,3,on-street,211
94136,407 - Oakland 1,2/18/2014 15:30,2/18/2014 15:40,15,14,220,3,on-street,206
94136,407 - Oakland 1,2/18/2014 15:30,2/18/2014 15:40,15,14,227,3,on-street,213
94166,407 - Oakland 1,2/18/2014 15:40,2/18/2014 15:50,15,7,220,3,on-street,213
94166,407 - Oakland 1,2/18/2014 15:40,2/18/2014 15:50,15,7,227,3,on-street,220
